id,KPI - METRIC1,KPI - METRIC2,KPI - METRIC3,KPI - METRIC4,Age,Gender,Region,Date
10104,1,0,0,1,21-30,Female,East,21/04/2015
10105,1,0,0,1,31-40,Male,South,21/04/2015
10106,1,0,0,1,31-40,Female,North,21/04/2015
10107,1,1,0,1,21-30,Male,West,21/04/2015
10108,1,1,1,1,41-50,Female,West,21/04/2015
10109,1,1,0,0,41-50,Male,North,21/04/2015
10110,0,0,0,1,31-40,Female,North,21/04/2015
10111,1,0,0,1,41-50,Female,South,21/04/2015
10112,0,0,0,1,41-50,Female,North,21/04/2015
10113,0,0,0,0,41-50,Male,West,21/04/2015
10114,0,0,0,1,31-40,Female,West,21/04/2015
10115,0,1,0,1,21-30,Female,North,21/04/2015
10116,1,1,0,1,21-30,Female,North,21/04/2015
10117,1,0,1,1,31-40,Male,East,21/04/2015
10118,1,1,0,1,31-40,Male,South,21/04/2015
10119,1,0,0,1,21-30,Female,South,21/04/2015
10120,1,0,0,1,31-40,Male,West,21/04/2015
10121,0,1,0,0,31-40,Female,West,21/04/2015
10122,1,0,0,1,31-40,Male,East,21/04/2015
10123,0,1,1,0,41-50,Female,West,21/04/2015
10124,0,0,0,1,41-50,Male,North,21/04/2015
10125,0,0,0,1,31-40,Female,North,21/04/2015
10126,1,0,1,1,21-30,Male,South,21/04/2015
10127,1,0,0,1,41-50,Female,West,21/04/2015
10128,1,0,0,1,41-50,Male,East,21/04/2015
10129,1,0,0,0,21-30,Male,East,21/04/2015
10130,1,0,0,1,41-50,Female,East,21/04/2015
10131,1,1,0,1,31-40,Male,East,21/04/2015
10132,1,0,1,1,31-40,Male,West,21/04/2015
10133,1,0,1,0,31-40,Female,South,21/04/2015
10134,0,0,0,1,31-40,Male,North,21/04/2015
10135,1,0,0,0,31-40,Female,East,21/04/2015
10136,1,0,0,1,31-40,Male,South,21/04/2015
10137,1,0,0,0,41-50,Female,South,21/04/2015
10138,0,1,0,1,41-50,Male,North,21/04/2015
10139,1,1,0,1,41-50,Female,North,21/04/2015
10140,1,0,0,1,41-50,Male,West,21/04/2015
10141,1,1,1,1,31-40,Female,East,21/04/2015
10142,0,0,0,1,21-30,Female,South,21/04/2015
10143,0,0,0,1,21-30,Male,South,21/04/2015
10144,1,0,0,0,41-50,Male,West,21/04/2015
10145,0,0,0,0,21-30,Male,South,21/04/2015
10146,0,0,0,0,31-40,Female,East,21/04/2015
10147,1,0,0,1,31-40,Female,East,21/04/2015
10148,0,1,0,1,21-30,Female,East,21/04/2015
10149,1,0,0,1,31-40,Female,West,21/04/2015
10150,1,0,0,1,21-30,Male,South,21/04/2015
10151,1,1,0,1,21-30,Male,South,21/04/2015
10152,0,0,0,0,41-50,Male,West,21/04/2015
10153,0,0,0,1,31-40,Female,South,21/04/2015
10154,1,1,1,1,41-50,Female,East,21/04/2015
10155,1,0,0,1,41-50,Male,West,21/04/2015
10156,1,1,0,1,41-50,Female,West,21/04/2015
10157,1,1,0,0,41-50,Female,South,21/04/2015
10158,0,0,0,1,21-30,Male,South,21/04/2015
10159,0,1,0,1,41-50,Female,South,21/04/2015
10160,0,1,1,1,31-40,Female,South,21/04/2015
10161,0,1,1,0,21-30,Female,West,21/04/2015
10162,1,0,1,1,41-50,Male,South,21/04/2015
10163,0,0,0,0,21-30,Male,East,21/04/2015
10164,1,1,0,0,41-50,Male,South,21/04/2015
10165,0,0,0,1,41-50,Male,West,21/04/2015
10166,0,0,0,1,21-30,Male,East,21/04/2015
10167,1,0,0,1,21-30,Male,East,21/04/2015
10168,0,1,0,1,31-40,Male,East,21/04/2015
10169,1,1,0,1,21-30,Female,North,21/04/2015
10170,1,0,0,1,21-30,Male,South,21/04/2015
10171,0,0,0,1,41-50,Male,East,21/04/2015
10172,0,0,1,0,31-40,Female,South,21/04/2015
10173,1,1,0,1,21-30,Female,West,21/04/2015
10174,1,0,0,1,21-30,Male,North,21/04/2015
10175,0,0,1,0,41-50,Female,South,21/04/2015
10176,1,1,0,1,41-50,Female,West,21/04/2015
10177,0,0,0,1,41-50,Female,South,21/04/2015
10178,0,0,0,1,31-40,Male,East,21/04/2015
10179,1,0,0,1,41-50,Male,North,21/04/2015
10180,1,1,0,1,21-30,Female,South,21/04/2015
10181,0,1,1,1,41-50,Male,East,21/04/2015
10182,1,0,0,1,21-30,Male,South,21/04/2015
10183,0,0,0,1,21-30,Male,East,21/04/2015
10184,0,0,0,1,31-40,Male,South,21/04/2015
10185,1,0,0,0,21-30,Male,East,21/04/2015
10186,0,1,0,1,31-40,Male,North,21/04/2015
10187,0,1,0,1,41-50,Female,West,21/04/2015
10188,1,0,0,1,31-40,Female,North,21/04/2015
10189,1,0,0,1,21-30,Female,South,21/04/2015
10190,1,0,1,1,41-50,Male,North,21/04/2015
10191,1,1,0,1,41-50,Male,East,21/04/2015
10192,0,0,0,0,31-40,Male,South,21/04/2015
10193,0,1,0,0,41-50,Female,South,21/04/2015
10194,0,1,0,1,41-50,Male,West,21/04/2015
10195,0,0,1,1,21-30,Female,South,21/04/2015
10196,1,0,0,0,41-50,Male,North,21/04/2015
10197,1,1,0,1,41-50,Male,East,21/04/2015
10198,1,0,0,1,41-50,Female,East,21/04/2015
10199,0,0,0,1,21-30,Male,West,21/04/2015
10200,1,0,0,0,21-30,Male,North,21/04/2015
10201,1,1,0,1,41-50,Male,West,21/04/2015
10202,1,1,0,1,31-40,Male,East,21/04/2015
10203,1,0,0,1,21-30,Female,East,21/04/2015
10204,1,1,0,1,41-50,Male,North,21/04/2015
10205,1,0,0,1,21-30,Female,North,21/04/2015
10206,1,0,0,1,21-30,Female,East,21/04/2015
10207,0,0,0,1,21-30,Female,North,21/04/2015
10208,0,0,0,1,41-50,Male,West,22/04/2015
10209,0,1,0,1,41-50,Male,East,22/04/2015
10210,0,0,0,1,21-30,Male,North,22/04/2015
10211,0,0,0,1,31-40,Male,East,22/04/2015
10212,1,0,0,1,31-40,Female,East,22/04/2015
10213,1,1,0,1,41-50,Male,West,22/04/2015
10214,1,0,0,0,31-40,Female,East,22/04/2015
10215,0,0,1,1,31-40,Female,South,22/04/2015
10216,1,0,0,1,31-40,Male,North,22/04/2015
10217,1,0,0,1,31-40,Female,North,22/04/2015
10218,0,0,0,1,31-40,Female,East,22/04/2015
10219,0,1,0,1,41-50,Female,South,22/04/2015
10220,1,0,0,0,31-40,Male,East,22/04/2015
10221,1,0,0,1,41-50,Female,South,22/04/2015
10222,1,0,0,0,41-50,Male,West,22/04/2015
10223,1,0,0,1,21-30,Male,North,22/04/2015
10224,0,1,0,0,41-50,Female,West,22/04/2015
10225,0,0,0,1,21-30,Male,West,22/04/2015
10226,1,0,0,1,31-40,Male,East,22/04/2015
10227,0,0,0,1,31-40,Male,West,22/04/2015
10228,1,0,0,1,41-50,Male,East,22/04/2015
10229,1,0,0,1,41-50,Female,East,22/04/2015
10230,1,0,0,1,41-50,Female,South,22/04/2015
10231,1,0,0,1,31-40,Male,North,22/04/2015
10232,0,0,0,0,31-40,Female,South,22/04/2015
10233,0,1,0,1,41-50,Male,North,22/04/2015
10234,1,0,0,0,21-30,Male,West,22/04/2015
10235,1,0,0,1,21-30,Female,East,22/04/2015
10236,1,0,0,1,41-50,Female,West,22/04/2015
10237,1,0,0,1,41-50,Female,South,22/04/2015
10238,1,0,0,1,21-30,Male,West,22/04/2015
10239,1,1,0,1,41-50,Female,West,22/04/2015
10240,1,0,0,1,21-30,Female,West,22/04/2015
10241,0,0,0,0,41-50,Male,South,22/04/2015
10242,1,0,0,0,21-30,Female,South,22/04/2015
10243,1,1,0,0,41-50,Female,South,22/04/2015
10244,1,0,0,1,21-30,Female,South,22/04/2015
10245,1,0,0,1,41-50,Female,West,22/04/2015
10246,1,0,0,1,21-30,Female,North,22/04/2015
10247,0,0,0,1,41-50,Female,South,22/04/2015
10248,1,1,0,1,21-30,Female,South,22/04/2015
10249,1,0,0,1,31-40,Male,South,22/04/2015
10250,1,0,0,1,41-50,Female,East,22/04/2015
10251,0,1,0,1,31-40,Male,East,22/04/2015
10252,0,0,0,0,31-40,Male,East,22/04/2015
10253,1,0,0,1,21-30,Male,South,22/04/2015
10254,1,0,0,1,41-50,Female,West,22/04/2015
10255,1,1,0,0,21-30,Female,West,22/04/2015
10256,1,1,0,1,41-50,Male,East,22/04/2015
10257,1,0,0,1,41-50,Female,South,22/04/2015
10258,1,0,0,1,31-40,Female,South,22/04/2015
10259,0,1,0,1,41-50,Female,West,22/04/2015
10260,0,0,0,1,41-50,Male,North,22/04/2015
10261,0,1,0,1,31-40,Female,East,22/04/2015
10262,0,1,0,0,41-50,Male,South,22/04/2015
10263,0,0,1,1,21-30,Male,East,22/04/2015
10264,1,0,0,1,31-40,Female,East,22/04/2015
10265,0,0,0,1,31-40,Male,East,22/04/2015
10266,1,0,0,1,41-50,Female,South,22/04/2015
10267,1,0,0,1,41-50,Male,South,22/04/2015
10268,0,0,0,1,21-30,Male,South,22/04/2015
10269,1,0,0,1,41-50,Male,South,22/04/2015
10270,0,0,0,1,31-40,Male,East,22/04/2015
10271,1,1,0,1,31-40,Female,East,22/04/2015
10272,0,1,0,1,31-40,Female,West,22/04/2015
10273,1,1,0,1,31-40,Male,East,22/04/2015
10274,0,0,0,0,31-40,Female,South,22/04/2015
10275,1,0,0,1,31-40,Male,West,22/04/2015
10276,1,1,0,0,21-30,Male,West,22/04/2015
10277,0,0,0,0,41-50,Male,West,22/04/2015
10278,1,0,0,1,31-40,Male,South,22/04/2015
10279,0,1,0,1,21-30,Male,West,22/04/2015
10280,0,1,0,0,21-30,Female,East,22/04/2015
10281,0,0,0,0,41-50,Male,South,22/04/2015
10282,1,1,0,0,31-40,Female,South,22/04/2015
10283,0,1,0,0,21-30,Female,South,22/04/2015
10284,1,0,1,1,21-30,Female,West,22/04/2015
10285,1,0,0,0,41-50,Female,South,22/04/2015
10286,1,1,0,1,41-50,Female,North,22/04/2015
10287,1,0,0,1,41-50,Male,East,22/04/2015
10288,1,1,0,0,41-50,Male,West,22/04/2015
10289,1,1,0,1,41-50,Male,North,22/04/2015
10290,1,0,0,1,41-50,Female,West,22/04/2015
10291,1,0,0,1,21-30,Male,West,22/04/2015
10292,1,0,0,1,21-30,Female,South,22/04/2015
10293,1,0,0,0,31-40,Female,South,22/04/2015
10294,1,1,0,1,21-30,Female,South,22/04/2015
10295,1,0,0,1,41-50,Female,South,22/04/2015
10296,0,0,0,0,41-50,Female,East,22/04/2015
10297,1,1,0,1,41-50,Female,West,22/04/2015
10298,1,0,0,1,31-40,Female,North,22/04/2015
10299,1,0,0,1,21-30,Female,South,22/04/2015
10300,0,1,0,1,31-40,Male,North,22/04/2015
10301,1,1,0,1,41-50,Female,North,22/04/2015
10302,0,0,0,1,21-30,Male,South,22/04/2015
10303,0,1,1,1,31-40,Male,South,22/04/2015
10304,0,0,0,0,41-50,Female,West,22/04/2015
10305,1,0,0,1,21-30,Male,West,22/04/2015
10306,1,1,0,1,21-30,Female,East,22/04/2015
10307,1,0,0,1,41-50,Female,South,22/04/2015
10308,1,1,0,1,41-50,Male,South,22/04/2015
10309,0,0,0,1,21-30,Female,East,22/04/2015
10310,0,0,0,1,21-30,Female,South,22/04/2015
10311,1,1,0,1,31-40,Male,East,22/04/2015
10312,1,1,0,1,41-50,Male,North,22/04/2015
10313,1,1,0,1,31-40,Male,West,22/04/2015
10314,0,0,1,1,31-40,Female,North,22/04/2015
10315,1,0,0,1,21-30,Male,West,22/04/2015
10316,1,0,1,0,41-50,Male,North,22/04/2015
10317,1,0,0,1,21-30,Male,South,22/04/2015
10318,1,0,0,1,21-30,Male,West,22/04/2015
10319,0,0,0,1,31-40,Male,South,22/04/2015
10320,1,1,0,1,31-40,Male,South,22/04/2015
10321,1,0,0,1,41-50,Female,East,22/04/2015
10322,0,0,0,1,21-30,Female,West,22/04/2015
10323,1,0,1,1,31-40,Female,East,22/04/2015
10324,1,0,0,1,31-40,Female,West,22/04/2015
10325,0,0,0,1,31-40,Female,South,22/04/2015
10326,1,0,0,1,21-30,Female,South,22/04/2015
10327,1,0,0,1,31-40,Female,North,22/04/2015
10328,0,0,0,1,21-30,Male,East,22/04/2015
10329,1,0,0,1,41-50,Male,South,22/04/2015
10330,1,0,0,1,31-40,Male,South,22/04/2015
10331,1,1,0,1,21-30,Male,North,22/04/2015
10332,0,0,0,1,21-30,Male,South,22/04/2015
10333,1,0,0,1,21-30,Male,West,22/04/2015
10334,1,0,0,1,31-40,Male,West,22/04/2015
10335,1,1,0,0,21-30,Male,West,22/04/2015
10336,1,1,0,1,41-50,Female,East,22/04/2015
10337,0,0,0,0,31-40,Female,East,22/04/2015
10338,1,0,0,1,21-30,Male,South,22/04/2015
10339,1,1,0,1,31-40,Female,West,22/04/2015
10340,0,0,0,1,31-40,Male,West,22/04/2015
10341,1,0,0,1,21-30,Male,West,22/04/2015
10342,1,0,0,0,41-50,Male,West,22/04/2015
10343,0,0,0,0,31-40,Male,South,22/04/2015
10344,0,1,0,0,41-50,Male,East,22/04/2015
10345,1,0,0,1,41-50,Male,South,22/04/2015
10346,1,0,0,1,31-40,Male,North,22/04/2015
10347,0,0,0,1,31-40,Male,West,22/04/2015
10348,1,1,0,1,21-30,Male,North,22/04/2015
10349,0,1,0,1,21-30,Female,North,22/04/2015
10350,1,0,0,1,31-40,Male,West,22/04/2015
10351,0,0,1,1,21-30,Male,South,22/04/2015
10352,0,0,0,1,31-40,Male,West,22/04/2015
10353,0,0,1,1,21-30,Female,West,22/04/2015
10354,1,1,0,0,21-30,Male,North,22/04/2015
10355,1,0,0,1,41-50,Female,South,22/04/2015
10356,0,1,0,1,21-30,Female,North,22/04/2015
10357,1,0,0,1,41-50,Male,South,22/04/2015
10358,1,0,0,1,31-40,Male,South,22/04/2015
10359,0,1,0,0,41-50,Male,North,22/04/2015
10360,1,1,1,1,41-50,Male,West,22/04/2015
10361,0,1,0,1,21-30,Female,North,22/04/2015
10362,1,1,0,1,41-50,Male,North,22/04/2015
10363,1,0,0,1,41-50,Female,South,22/04/2015
10364,1,0,0,1,21-30,Male,South,22/04/2015
10365,1,0,1,1,41-50,Male,South,22/04/2015
10366,0,0,0,1,21-30,Male,East,22/04/2015
10367,0,1,0,1,31-40,Male,East,22/04/2015
10368,0,1,0,1,21-30,Male,West,22/04/2015
10369,1,1,0,1,31-40,Female,East,22/04/2015
10370,1,0,0,1,21-30,Female,South,22/04/2015
10371,0,0,0,0,21-30,Female,North,22/04/2015
10372,1,0,0,1,41-50,Female,North,22/04/2015
10373,0,1,1,1,31-40,Male,North,22/04/2015
10374,1,1,0,0,31-40,Male,South,22/04/2015
10375,1,0,0,1,41-50,Male,North,22/04/2015
10376,1,0,0,1,31-40,Male,North,22/04/2015
10377,0,1,0,0,41-50,Male,East,22/04/2015
10378,1,0,0,1,21-30,Female,North,22/04/2015
10379,1,0,0,1,31-40,Male,West,22/04/2015
10380,1,1,0,1,41-50,Female,South,22/04/2015
10381,1,0,0,0,41-50,Female,North,22/04/2015
10382,0,0,0,1,31-40,Male,West,22/04/2015
10383,1,0,1,0,31-40,Female,West,22/04/2015
10384,0,0,0,0,21-30,Male,West,22/04/2015
10385,1,0,1,0,21-30,Female,South,22/04/2015
10386,1,0,0,1,31-40,Male,West,23/04/2015
10387,1,1,0,1,21-30,Female,South,23/04/2015
10388,0,1,0,0,31-40,Male,West,23/04/2015
10389,0,0,0,1,21-30,Female,West,23/04/2015
10390,0,1,0,1,31-40,Male,West,23/04/2015
10391,0,0,0,1,31-40,Female,South,23/04/2015
10392,1,0,0,1,21-30,Female,North,23/04/2015
10393,0,0,1,1,41-50,Male,East,23/04/2015
10394,1,0,0,1,31-40,Female,North,23/04/2015
10395,0,0,0,1,21-30,Male,South,23/04/2015
10396,0,1,1,1,41-50,Male,South,23/04/2015
10397,0,1,0,1,21-30,Female,East,23/04/2015
10398,0,0,0,1,41-50,Male,East,23/04/2015
10399,1,0,0,0,41-50,Male,South,23/04/2015
10400,1,0,0,1,31-40,Male,South,23/04/2015
10401,1,1,0,1,31-40,Female,South,23/04/2015
10402,1,0,0,1,41-50,Female,South,23/04/2015
10403,1,1,0,1,41-50,Male,North,23/04/2015
10404,1,0,0,1,31-40,Female,South,23/04/2015
10405,0,0,0,0,31-40,Female,South,23/04/2015
10406,0,1,1,1,21-30,Male,East,23/04/2015
10407,1,1,0,0,41-50,Female,West,23/04/2015
10408,1,0,0,1,21-30,Male,South,23/04/2015
10409,0,0,0,0,41-50,Female,East,23/04/2015
10410,0,1,0,0,21-30,Female,West,23/04/2015
10411,0,1,0,1,31-40,Female,South,23/04/2015
10412,0,1,0,1,41-50,Male,South,23/04/2015
10413,1,0,0,1,31-40,Female,West,23/04/2015
10414,1,1,0,1,41-50,Female,North,23/04/2015
10415,0,0,0,1,31-40,Male,West,23/04/2015
10416,1,1,0,0,31-40,Male,East,23/04/2015
10417,0,0,0,1,21-30,Male,North,23/04/2015
10418,1,0,0,0,21-30,Male,East,23/04/2015
10419,0,1,0,1,21-30,Female,West,23/04/2015
10420,0,1,1,1,41-50,Female,West,23/04/2015
10421,1,0,0,1,21-30,Female,East,23/04/2015
10422,0,0,0,1,21-30,Male,East,23/04/2015
10423,0,0,0,1,41-50,Female,South,23/04/2015
10424,1,0,0,1,31-40,Male,North,23/04/2015
10425,1,0,0,1,31-40,Male,West,23/04/2015
10426,1,0,0,0,31-40,Male,North,23/04/2015
10427,1,0,0,1,31-40,Female,North,23/04/2015
10428,1,0,0,0,21-30,Male,West,23/04/2015
10429,0,1,0,0,21-30,Female,South,23/04/2015
10430,0,1,0,1,41-50,Male,East,23/04/2015
10431,0,0,0,1,41-50,Female,North,23/04/2015
10432,0,1,0,1,21-30,Male,South,23/04/2015
10433,1,1,0,0,21-30,Female,West,23/04/2015
10434,0,0,1,1,31-40,Male,South,23/04/2015
10435,1,0,0,0,31-40,Female,North,23/04/2015
10436,0,0,0,1,21-30,Female,South,23/04/2015
10437,1,0,0,1,41-50,Female,North,23/04/2015
10438,1,1,0,1,21-30,Male,South,23/04/2015
10439,0,0,0,1,31-40,Female,East,23/04/2015
10440,1,0,0,1,31-40,Male,West,23/04/2015
10441,1,0,0,1,41-50,Female,North,23/04/2015
10442,1,0,0,1,21-30,Male,South,23/04/2015
10443,0,0,1,1,31-40,Female,East,23/04/2015
10444,1,1,0,1,21-30,Male,West,23/04/2015
10445,1,1,0,0,31-40,Male,South,23/04/2015
10446,1,0,1,1,31-40,Female,West,23/04/2015
10447,1,1,0,1,41-50,Male,South,23/04/2015
10448,1,0,0,0,41-50,Male,North,23/04/2015
10449,1,1,0,1,21-30,Male,West,23/04/2015
10450,1,0,0,1,41-50,Male,East,23/04/2015
10451,1,1,0,0,21-30,Male,South,23/04/2015
10452,1,0,1,1,31-40,Male,West,23/04/2015
10453,0,1,0,0,41-50,Female,South,23/04/2015
10454,0,0,0,0,31-40,Male,West,23/04/2015
10455,0,1,0,0,21-30,Female,East,23/04/2015
10456,1,0,0,0,41-50,Female,North,23/04/2015
10457,1,0,0,1,21-30,Female,West,23/04/2015
10458,0,0,0,1,31-40,Female,South,23/04/2015
10459,1,0,1,1,31-40,Male,South,23/04/2015
10460,1,1,0,1,21-30,Female,East,23/04/2015
10461,0,0,0,1,31-40,Female,North,23/04/2015
10462,0,1,0,1,41-50,Male,West,23/04/2015
10463,0,0,0,1,21-30,Male,West,23/04/2015
10464,1,1,0,1,21-30,Female,South,23/04/2015
10465,1,0,0,1,31-40,Female,East,23/04/2015
10466,0,0,0,1,31-40,Female,East,23/04/2015
10467,0,0,0,1,41-50,Female,East,23/04/2015
10468,0,0,0,1,21-30,Male,South,23/04/2015
10469,1,1,0,0,41-50,Male,West,23/04/2015
10470,1,0,0,1,21-30,Male,East,23/04/2015
10471,0,0,0,1,21-30,Female,West,23/04/2015
10472,1,0,0,1,41-50,Female,East,23/04/2015
10473,0,0,0,1,31-40,Female,South,23/04/2015
10474,1,1,0,1,21-30,Male,South,23/04/2015
10475,0,0,0,1,41-50,Male,East,23/04/2015
10476,1,1,1,1,21-30,Female,West,23/04/2015
10477,0,0,1,0,21-30,Male,West,23/04/2015
10478,0,1,0,1,41-50,Male,West,23/04/2015
10479,0,1,0,1,21-30,Male,South,23/04/2015
10480,0,0,0,1,41-50,Male,West,23/04/2015
10481,0,0,0,1,41-50,Female,South,23/04/2015
10482,1,1,0,1,31-40,Female,East,23/04/2015
10483,0,1,0,1,21-30,Female,South,23/04/2015
10484,0,0,1,1,21-30,Female,West,23/04/2015
10485,1,1,0,0,31-40,Female,West,23/04/2015
10486,1,1,0,0,31-40,Female,South,23/04/2015
10487,1,0,0,1,21-30,Male,South,23/04/2015
10488,1,0,0,1,21-30,Female,East,23/04/2015
10489,0,0,0,0,41-50,Male,East,23/04/2015
10490,1,1,0,1,31-40,Female,South,23/04/2015
10491,0,0,0,1,21-30,Female,East,23/04/2015
10492,1,0,0,1,41-50,Male,North,23/04/2015
10493,1,1,0,1,21-30,Male,West,23/04/2015
10494,0,0,0,1,31-40,Male,North,23/04/2015
10495,0,0,0,1,31-40,Male,West,23/04/2015
10496,0,0,0,1,21-30,Female,East,23/04/2015
10497,0,1,0,0,21-30,Female,East,23/04/2015
10498,0,1,0,1,21-30,Female,South,23/04/2015
10499,0,0,0,1,41-50,Male,North,23/04/2015
10500,0,1,0,1,21-30,Male,West,23/04/2015
10501,0,0,0,1,41-50,Male,North,23/04/2015
10502,0,0,0,1,41-50,Female,West,23/04/2015
10503,0,0,0,1,21-30,Female,North,23/04/2015
10504,1,1,1,0,41-50,Male,West,23/04/2015
10505,0,0,0,1,21-30,Female,North,23/04/2015
10506,0,1,0,1,21-30,Male,East,23/04/2015
10507,0,0,0,1,31-40,Male,North,23/04/2015
10508,1,0,0,1,31-40,Female,West,23/04/2015
10509,0,0,0,0,31-40,Male,East,23/04/2015
10510,1,1,0,1,31-40,Female,North,23/04/2015
10511,1,0,0,1,31-40,Female,South,23/04/2015
10512,1,0,0,1,41-50,Male,North,23/04/2015
10513,1,1,0,0,41-50,Female,North,23/04/2015
10514,0,0,0,1,31-40,Female,East,23/04/2015
10515,1,0,1,1,41-50,Female,North,23/04/2015
10516,0,1,0,1,21-30,Male,West,23/04/2015
10517,1,0,0,1,31-40,Female,East,23/04/2015
10518,1,1,0,1,21-30,Female,South,23/04/2015
10519,0,0,1,1,41-50,Male,South,23/04/2015
10520,0,0,1,1,21-30,Female,West,23/04/2015
10521,1,0,1,1,41-50,Male,South,23/04/2015
10522,0,0,0,0,21-30,Female,West,23/04/2015
10523,0,0,0,1,21-30,Male,East,23/04/2015
10524,1,1,0,1,21-30,Male,East,23/04/2015
10525,0,0,1,0,21-30,Female,West,23/04/2015
10526,1,0,0,0,31-40,Male,East,23/04/2015
10527,1,1,0,1,21-30,Male,South,23/04/2015
10528,0,0,0,1,41-50,Female,West,23/04/2015
10529,1,0,0,1,41-50,Female,West,23/04/2015
10530,0,0,0,1,41-50,Female,West,23/04/2015
10531,1,0,0,1,21-30,Female,East,23/04/2015
10532,1,1,0,1,31-40,Male,East,23/04/2015
10533,0,0,0,1,41-50,Male,North,23/04/2015
10534,0,0,0,1,21-30,Male,South,23/04/2015
10535,1,0,0,1,31-40,Female,West,23/04/2015
10536,0,0,0,1,21-30,Male,West,23/04/2015
10537,0,0,0,1,21-30,Male,North,23/04/2015
10538,1,0,0,1,31-40,Female,North,23/04/2015
10539,0,1,0,1,31-40,Male,East,23/04/2015
10540,1,1,0,1,31-40,Male,South,23/04/2015
10541,0,0,0,1,41-50,Male,South,23/04/2015
10542,1,0,0,1,31-40,Female,West,23/04/2015
10543,1,0,0,0,21-30,Male,West,23/04/2015
10544,1,0,0,1,21-30,Female,South,23/04/2015
10545,0,1,0,1,21-30,Male,South,23/04/2015
10546,1,0,0,1,31-40,Female,West,23/04/2015
10547,1,0,0,0,21-30,Male,North,23/04/2015
10548,1,0,0,1,41-50,Male,East,23/04/2015
10549,1,0,0,1,41-50,Female,East,23/04/2015
10550,0,1,0,1,31-40,Male,West,23/04/2015
10551,0,1,0,1,31-40,Male,South,23/04/2015
10552,0,1,0,1,31-40,Male,East,23/04/2015
10553,1,0,0,1,41-50,Female,West,23/04/2015
10554,0,1,0,1,21-30,Female,South,23/04/2015
10555,0,1,0,1,41-50,Male,West,23/04/2015
10556,0,0,0,1,41-50,Male,South,23/04/2015
10557,0,1,0,0,41-50,Male,West,23/04/2015
10558,1,0,0,1,41-50,Male,North,23/04/2015
10559,1,0,0,0,41-50,Male,East,23/04/2015
10560,1,0,0,0,31-40,Male,West,23/04/2015
10561,1,0,0,1,31-40,Female,South,23/04/2015
10562,0,0,1,1,31-40,Female,East,23/04/2015
10563,1,0,0,1,31-40,Male,South,23/04/2015
10564,1,0,0,1,41-50,Female,North,23/04/2015
10565,0,0,0,1,31-40,Male,North,23/04/2015
10566,1,0,1,1,31-40,Female,North,23/04/2015
10567,1,0,0,1,41-50,Female,East,23/04/2015
10568,1,0,0,1,21-30,Female,North,23/04/2015
10569,1,0,0,1,31-40,Female,West,23/04/2015
10570,0,1,0,0,21-30,Male,East,23/04/2015
10571,1,1,0,0,21-30,Male,North,23/04/2015
10572,0,1,0,1,31-40,Male,North,23/04/2015
10573,0,0,1,1,31-40,Female,North,23/04/2015
10574,1,0,0,1,41-50,Female,East,23/04/2015
10575,1,0,0,1,41-50,Male,West,23/04/2015
10576,1,0,0,1,21-30,Male,North,24/04/2015
10577,0,0,0,0,41-50,Male,South,24/04/2015
10578,0,0,0,0,41-50,Male,South,24/04/2015
10579,0,0,0,1,31-40,Female,North,24/04/2015
10580,1,0,0,1,41-50,Male,East,24/04/2015
10581,0,0,0,1,41-50,Female,East,24/04/2015
10582,1,1,0,1,31-40,Female,East,24/04/2015
10583,0,1,0,1,41-50,Female,North,24/04/2015
10584,0,0,0,1,21-30,Male,East,24/04/2015
10585,0,1,0,1,41-50,Male,East,24/04/2015
10586,1,0,0,1,31-40,Male,South,24/04/2015
10587,0,1,1,1,41-50,Female,West,24/04/2015
10588,0,0,0,0,31-40,Female,North,24/04/2015
10589,1,0,0,1,21-30,Female,West,24/04/2015
10590,1,0,0,1,21-30,Male,South,24/04/2015
10591,1,1,0,1,21-30,Female,East,24/04/2015
10592,1,0,0,1,21-30,Male,North,24/04/2015
10593,0,1,0,1,21-30,Female,South,24/04/2015
10594,1,0,0,1,41-50,Male,East,24/04/2015
10595,1,0,0,0,31-40,Male,North,24/04/2015
10596,1,0,0,1,21-30,Male,North,24/04/2015
10597,0,0,0,0,41-50,Female,North,24/04/2015
10598,0,0,0,0,31-40,Male,West,24/04/2015
10599,1,0,0,1,41-50,Male,West,24/04/2015
10600,1,0,0,1,41-50,Male,North,24/04/2015
10601,1,0,0,0,21-30,Female,South,24/04/2015
10602,1,1,0,1,31-40,Male,North,24/04/2015
10603,1,0,1,0,21-30,Male,West,24/04/2015
10604,0,1,0,0,41-50,Male,South,24/04/2015
10605,1,1,0,0,21-30,Female,South,24/04/2015
10606,0,0,0,0,21-30,Male,South,24/04/2015
10607,0,0,0,1,31-40,Male,West,24/04/2015
10608,1,0,0,0,41-50,Female,West,24/04/2015
10609,1,1,0,0,41-50,Male,North,24/04/2015
10610,0,0,0,1,31-40,Male,South,24/04/2015
10611,0,0,0,1,21-30,Male,West,24/04/2015
10612,1,0,0,1,41-50,Male,South,24/04/2015
10613,0,0,0,0,21-30,Male,South,24/04/2015
10614,1,0,0,1,31-40,Male,South,24/04/2015
10615,1,0,0,1,21-30,Female,East,24/04/2015
10616,0,0,0,1,41-50,Female,South,24/04/2015
10617,0,1,0,1,21-30,Male,East,24/04/2015
10618,0,0,0,0,31-40,Male,West,24/04/2015
10619,0,0,0,1,31-40,Male,West,24/04/2015
