id,KPI - METRIC1,KPI - METRIC2,KPI - METRIC3,KPI - METRIC4,KPI - METRIC5,Age,Gender,Region,Date
14836,1,1,0,1,1,41-50,Male,North,13/01/2016
14837,1,1,0,1,0,41-50,Male,North,14/06/2015
14838,0,1,0,1,0,21-30,Male,North,20/04/2015
14839,0,1,0,1,1,41-50,Female,South,20/05/2016
14840,0,1,1,1,1,31-40,Male,North,24/01/2016
14841,1,1,0,1,0,31-40,Female,North,16/07/2015
14842,0,1,0,0,0,21-30,Male,West,25/12/2016
14843,0,1,1,1,0,21-30,Female,East,16/12/2016
14844,0,0,1,1,1,21-30,Female,North,24/08/2015
14845,1,1,0,1,0,21-30,Female,West,19/02/2016
14846,0,1,0,0,1,31-40,Male,South,18/04/2015
14847,1,1,0,1,0,21-30,Male,North,19/08/2015
14848,0,0,1,1,1,31-40,Female,East,24/01/2016
14849,1,1,0,1,0,41-50,Male,North,20/09/2015
14850,0,0,0,1,1,21-30,Female,West,15/07/2016
14851,1,0,0,1,0,41-50,Female,East,17/09/2015
14852,0,1,0,0,1,41-50,Male,North,15/03/2015
14853,0,1,1,1,1,31-40,Male,South,11/12/2016
14854,1,1,1,1,1,31-40,Female,West,23/07/2016
14855,0,1,1,1,1,31-40,Female,North,21/06/2016
14856,1,1,0,1,1,31-40,Female,North,18/10/2016
14857,1,1,0,1,0,31-40,Male,South,10/01/2016
14858,0,1,0,0,0,21-30,Female,North,25/02/2015
14859,0,1,1,1,0,41-50,Male,South,19/12/2016
14860,0,1,0,0,0,31-40,Male,North,22/10/2016
14861,0,1,0,1,0,21-30,Female,West,10/02/2015
14862,0,1,0,1,1,21-30,Female,North,20/03/2015
14863,1,0,0,1,1,21-30,Female,East,25/04/2016
14864,0,1,0,0,0,31-40,Male,South,24/05/2015
14865,0,1,1,1,0,41-50,Female,North,20/05/2016
14866,0,1,0,0,0,21-30,Male,East,25/10/2015
14867,1,1,0,0,0,31-40,Male,South,16/11/2015
14868,1,1,0,1,1,41-50,Female,North,17/07/2015
14869,0,1,0,1,0,41-50,Male,West,13/11/2015
14870,1,1,0,1,1,21-30,Male,North,16/12/2016
14871,1,1,0,1,0,31-40,Male,East,12/02/2015
14872,1,1,1,1,1,31-40,Female,North,23/02/2016
14873,0,1,0,0,1,41-50,Female,West,23/03/2015
14874,1,1,0,1,0,31-40,Female,West,20/03/2015
14875,1,1,1,0,0,31-40,Female,South,24/07/2015
14876,1,1,1,1,0,41-50,Male,South,16/02/2015
14877,0,1,1,1,0,21-30,Male,North,21/01/2015
14878,0,1,1,1,1,21-30,Female,East,10/12/2015
14879,0,1,0,0,1,31-40,Female,South,25/02/2016
14880,1,0,1,1,0,31-40,Male,South,23/07/2016
14881,0,1,1,1,0,21-30,Male,West,11/02/2016
14882,1,1,0,1,0,21-30,Male,North,21/01/2016
14883,0,1,1,1,0,41-50,Female,North,23/03/2015
14884,0,1,0,0,0,21-30,Female,West,23/02/2015
14885,0,1,0,1,0,41-50,Male,East,11/11/2016
14886,1,1,1,0,0,31-40,Female,East,17/10/2015
14887,1,1,0,0,1,31-40,Female,West,11/09/2016
14888,0,1,0,1,1,21-30,Male,North,10/02/2015
14889,0,1,1,1,0,41-50,Female,West,13/10/2015
14890,1,1,1,1,1,41-50,Female,South,22/08/2015
14891,0,0,1,0,0,41-50,Male,North,12/08/2016
14892,1,1,0,1,1,41-50,Female,East,15/08/2015
14893,0,0,0,1,0,31-40,Female,North,19/06/2015
14894,1,1,1,0,0,21-30,Male,South,23/11/2016
14895,0,1,0,1,0,21-30,Female,West,11/02/2016
14896,1,1,1,1,0,41-50,Male,West,25/11/2015
14897,1,1,1,1,0,31-40,Female,North,10/11/2015
14898,0,0,1,1,0,41-50,Male,East,25/03/2016
14899,0,1,1,0,1,41-50,Female,South,23/02/2015
14900,1,1,0,1,0,41-50,Female,East,17/04/2015
14901,0,1,0,0,1,31-40,Male,North,19/09/2016
14902,0,1,0,1,1,21-30,Female,South,20/03/2016
14903,0,1,0,1,0,41-50,Male,South,11/05/2015
14904,1,1,1,1,1,31-40,Male,North,25/01/2015
14905,1,1,1,1,1,41-50,Male,East,21/02/2015
14906,0,1,1,1,0,41-50,Male,South,15/09/2016
14907,1,0,0,0,1,21-30,Male,East,17/01/2015
14908,1,1,1,1,1,41-50,Female,West,19/02/2016
14909,0,0,1,1,1,41-50,Male,East,19/06/2015
14910,1,1,1,1,0,41-50,Male,South,13/11/2016
14911,1,1,0,1,1,41-50,Male,South,21/04/2016
14912,1,1,1,1,0,21-30,Male,South,10/05/2016
14913,1,1,0,1,0,31-40,Male,North,23/08/2015
14914,1,0,0,1,0,31-40,Female,East,18/04/2015
14915,1,1,1,1,0,41-50,Female,North,14/04/2015
14916,0,1,1,0,0,41-50,Male,East,21/03/2015
14917,1,0,0,0,1,31-40,Female,West,14/10/2015
14918,0,1,0,1,0,31-40,Female,West,13/06/2016
14919,1,1,1,1,0,21-30,Female,East,13/11/2015
14920,1,1,0,1,1,21-30,Female,East,15/10/2016
14921,0,1,0,1,0,21-30,Female,South,21/02/2016
14922,1,0,0,1,0,31-40,Female,West,13/09/2016
14923,1,1,1,1,1,41-50,Female,West,13/01/2016
14924,0,1,0,1,0,31-40,Female,North,14/07/2015
14925,1,1,1,1,1,31-40,Male,East,17/03/2015
14926,0,1,1,1,0,21-30,Female,East,25/05/2016
14927,1,1,0,1,1,41-50,Male,North,23/11/2016
14928,1,1,0,1,1,41-50,Male,South,21/10/2015
14929,1,1,1,1,1,31-40,Female,North,18/11/2015
14930,1,1,1,1,1,21-30,Male,West,16/10/2016
14931,1,1,0,1,0,21-30,Male,East,14/04/2015
14932,1,1,0,1,1,21-30,Female,East,23/04/2015
14933,0,0,1,1,1,21-30,Female,South,16/02/2016
14934,1,1,1,1,1,21-30,Female,North,22/01/2015
14935,0,1,0,1,1,41-50,Female,South,11/11/2015
14936,1,0,0,1,1,31-40,Male,South,18/01/2015
14937,1,1,0,1,1,31-40,Female,South,24/06/2015
14938,1,1,0,0,0,31-40,Male,West,24/09/2016
14939,1,1,1,1,0,31-40,Male,West,10/01/2015
14940,1,1,0,0,1,41-50,Female,East,21/05/2016
14941,0,0,0,1,1,21-30,Female,East,18/12/2016
14942,1,1,0,1,0,21-30,Male,West,15/12/2015
14943,1,1,0,1,0,41-50,Female,North,18/10/2016
14944,1,1,0,1,0,41-50,Female,North,12/05/2016
14945,1,1,1,1,0,21-30,Female,North,21/04/2016
14946,1,1,0,1,1,21-30,Female,East,15/08/2015
14947,1,1,1,1,0,41-50,Female,East,19/10/2016
14948,1,1,1,1,0,21-30,Male,North,22/07/2016
14949,0,1,1,1,1,21-30,Female,North,11/08/2015
14950,1,1,0,1,1,41-50,Female,North,24/06/2015
14951,0,1,0,1,1,31-40,Male,South,22/04/2016
14952,0,1,0,1,0,41-50,Female,West,11/08/2016
14953,0,0,0,1,0,41-50,Female,East,25/08/2015
14954,0,1,0,0,1,31-40,Male,West,12/12/2016
14955,1,1,1,0,1,41-50,Male,South,13/03/2016
14956,1,1,0,1,0,41-50,Male,East,20/05/2015
14957,0,1,1,1,1,31-40,Female,East,12/01/2016
14958,1,1,1,1,1,41-50,Female,North,18/11/2016
14959,0,1,1,1,1,41-50,Male,East,20/06/2015
14960,0,1,0,1,0,31-40,Female,North,17/08/2016
14961,1,1,0,1,0,21-30,Female,North,22/03/2016
14962,1,1,1,1,1,41-50,Female,West,18/08/2016
14963,0,0,1,1,1,41-50,Male,East,24/01/2016
14964,0,1,1,1,1,21-30,Male,East,14/10/2016
14965,0,1,1,1,0,31-40,Male,South,19/03/2015
14966,1,1,1,1,1,21-30,Female,South,11/06/2015
14967,1,1,1,1,0,41-50,Male,West,25/01/2016
14968,1,1,1,1,0,21-30,Female,South,17/01/2016
14969,1,1,0,0,1,41-50,Female,North,17/06/2016
14970,1,0,0,1,0,31-40,Male,West,14/08/2015
14971,1,1,1,1,1,31-40,Male,West,16/05/2015
14972,0,1,0,0,1,41-50,Female,West,22/03/2016
14973,0,1,1,0,1,41-50,Male,West,12/10/2016
14974,1,1,1,0,1,31-40,Male,South,23/09/2016
14975,0,1,1,0,0,21-30,Female,North,13/04/2016
14976,1,1,0,1,0,41-50,Male,East,11/03/2016
14977,0,1,0,1,0,41-50,Male,East,21/12/2015
14978,1,1,1,1,1,21-30,Female,East,14/04/2015
14979,0,1,1,1,1,41-50,Female,North,18/12/2016
14980,0,1,0,0,0,21-30,Male,West,16/05/2015
14981,0,1,1,0,1,21-30,Female,North,18/06/2016
14982,0,1,1,0,1,31-40,Female,East,14/09/2015
14983,0,1,0,1,1,21-30,Female,East,15/12/2015
14984,0,1,1,1,0,31-40,Female,South,15/11/2016
14985,1,1,0,0,0,41-50,Female,West,16/10/2015
14986,0,1,0,1,0,41-50,Male,South,20/03/2016
14987,0,1,1,1,0,31-40,Female,East,19/10/2015
14988,0,0,1,1,0,21-30,Female,South,23/09/2016
14989,1,1,1,0,1,41-50,Female,East,16/07/2015
14990,1,0,1,0,1,41-50,Male,South,19/06/2016
14991,0,1,0,1,0,21-30,Male,East,12/12/2015
14992,1,1,1,1,0,21-30,Female,South,19/07/2016
14993,0,1,0,1,0,41-50,Male,North,22/12/2016
14994,0,1,0,0,0,31-40,Male,West,13/09/2015
14995,0,1,1,0,0,31-40,Male,East,11/06/2016
14996,1,1,0,0,0,21-30,Male,North,21/06/2015
14997,1,0,1,1,1,31-40,Male,West,25/03/2015
14998,1,0,0,1,1,21-30,Male,South,21/03/2015
14999,1,0,1,1,0,41-50,Male,South,17/01/2015
15000,0,1,0,1,1,41-50,Male,North,14/11/2015
15001,0,1,0,1,1,41-50,Male,West,18/04/2015
15002,1,1,0,1,0,21-30,Female,East,19/12/2015
15003,0,1,1,0,1,41-50,Female,South,17/05/2016
15004,1,1,1,0,1,31-40,Male,East,23/05/2016
15005,1,1,0,0,0,31-40,Female,South,10/01/2016
15006,1,0,0,1,1,41-50,Male,East,20/11/2015
15007,0,1,0,1,1,41-50,Female,South,20/06/2015
15008,0,1,1,1,1,21-30,Male,North,17/10/2016
15009,1,1,1,1,1,31-40,Female,East,24/04/2016
15010,0,1,1,1,1,21-30,Male,South,13/05/2016
15011,0,1,0,1,0,41-50,Male,West,13/04/2016
15012,0,1,1,1,0,41-50,Male,North,18/11/2016
15013,1,0,0,0,0,31-40,Male,East,20/11/2015
15014,0,0,1,1,0,41-50,Male,East,21/08/2015
15015,1,1,1,1,1,31-40,Female,West,12/01/2016
15016,0,1,0,0,0,31-40,Male,North,10/05/2016
15017,0,1,0,1,1,41-50,Male,South,13/04/2015
15018,0,1,0,1,1,21-30,Female,West,24/06/2016
15019,0,1,0,1,0,41-50,Female,East,13/09/2016
15020,0,1,0,1,1,21-30,Female,West,19/03/2016
15021,1,1,0,0,1,31-40,Male,West,22/03/2016
15022,0,1,0,1,1,31-40,Female,East,10/03/2015
15023,1,1,0,1,1,31-40,Male,South,13/09/2015
15024,1,1,1,1,1,31-40,Male,West,21/02/2016
15025,0,0,1,1,0,21-30,Female,South,24/09/2016
15026,0,1,0,1,0,21-30,Male,North,20/04/2015
15027,1,1,1,0,0,31-40,Female,South,17/02/2016
15028,0,1,1,1,1,41-50,Male,South,24/11/2015
15029,1,1,1,1,0,31-40,Male,North,24/05/2015
15030,1,1,1,0,0,31-40,Male,East,14/02/2015
15031,0,1,0,1,0,21-30,Female,West,11/04/2015
15032,0,0,0,0,0,41-50,Female,West,19/03/2016
15033,1,1,0,1,1,21-30,Male,West,20/04/2016
15034,1,1,1,1,0,21-30,Female,West,16/12/2015
15035,0,1,0,1,0,21-30,Male,East,25/08/2015
15036,1,1,0,1,0,31-40,Male,South,22/09/2015
15037,0,1,0,1,1,41-50,Male,South,18/04/2015
15038,0,1,1,1,0,41-50,Male,West,14/12/2016
15039,1,1,1,1,0,41-50,Female,South,18/04/2015
15040,1,1,0,1,1,41-50,Male,East,18/12/2016
15041,0,0,1,0,1,41-50,Male,North,16/09/2016
15042,1,1,1,1,0,41-50,Female,East,12/04/2015
15043,1,1,1,1,0,31-40,Male,East,13/01/2015
15044,0,1,1,0,1,21-30,Female,North,17/04/2015
15045,0,1,0,0,0,41-50,Female,South,13/10/2015
15046,1,1,0,1,0,41-50,Male,North,24/07/2015
15047,1,1,0,1,0,31-40,Female,East,22/03/2015
15048,1,0,1,1,0,41-50,Female,West,24/04/2016
15049,1,1,1,1,0,21-30,Female,South,13/02/2016
15050,0,1,0,1,0,41-50,Female,North,25/02/2015
15051,1,1,1,1,1,31-40,Male,West,22/03/2015
15052,1,1,0,1,1,31-40,Female,West,24/06/2016
15053,0,1,0,0,1,41-50,Male,East,24/06/2015
15054,0,1,0,0,1,21-30,Male,South,24/02/2016
15055,0,1,1,1,0,31-40,Male,East,14/12/2015
15056,0,1,1,1,1,21-30,Female,South,11/08/2016
15057,0,1,0,1,0,31-40,Female,South,13/09/2016
15058,0,1,1,1,0,21-30,Male,East,13/08/2015
15059,0,1,0,1,1,31-40,Male,West,24/06/2015
15060,1,1,1,1,1,31-40,Male,South,24/04/2016
15061,0,1,1,1,0,41-50,Female,South,13/11/2015
15062,0,1,1,1,1,21-30,Female,North,10/08/2016
15063,0,1,1,1,0,41-50,Male,North,12/06/2016
15064,0,1,0,1,0,41-50,Male,East,20/06/2016
15065,0,0,0,0,0,21-30,Female,West,25/02/2015
15066,1,1,0,1,1,41-50,Female,South,17/07/2015
15067,1,1,1,1,1,21-30,Female,West,14/04/2015
15068,0,1,0,1,0,41-50,Female,East,23/03/2016
15069,1,1,1,1,1,31-40,Female,West,11/05/2015
15070,1,1,0,1,0,31-40,Female,West,21/07/2015
15071,0,1,1,1,0,41-50,Male,East,17/02/2015
15072,1,1,0,1,0,31-40,Female,North,17/01/2016
15073,1,1,0,1,0,21-30,Male,East,11/09/2015
15074,1,1,1,1,1,31-40,Male,South,17/07/2015
15075,1,0,0,1,0,41-50,Male,West,10/01/2015
15076,0,1,0,1,0,41-50,Female,East,19/12/2015
15077,0,1,0,1,1,41-50,Female,North,25/10/2016
15078,0,1,1,1,1,21-30,Male,West,11/05/2016
15079,0,1,0,1,0,31-40,Female,South,17/01/2016
15080,1,1,0,0,1,21-30,Male,East,18/02/2016
15081,1,1,0,0,1,31-40,Female,West,20/04/2015
15082,1,1,1,1,1,41-50,Female,North,20/07/2016
15083,1,1,0,1,1,41-50,Female,West,14/02/2015
15084,0,1,1,1,1,31-40,Female,North,25/06/2015
15085,1,1,0,1,1,21-30,Female,East,22/08/2016
15086,0,1,1,1,0,31-40,Female,East,14/02/2016
15087,1,1,1,1,1,41-50,Male,West,13/05/2016
15088,1,1,0,0,1,21-30,Female,East,14/07/2015
15089,1,1,1,1,1,21-30,Male,West,22/05/2016
15090,1,1,0,1,1,31-40,Male,South,11/03/2015
15091,0,1,1,1,0,41-50,Female,West,19/10/2016
15092,1,1,1,1,0,21-30,Female,North,25/04/2016
15093,1,1,0,0,0,21-30,Male,East,13/08/2015
15094,1,1,1,1,1,31-40,Female,South,22/04/2016
15095,1,1,1,1,1,21-30,Male,North,20/07/2016
15096,1,1,1,1,1,31-40,Female,West,18/12/2015
15097,1,1,0,1,0,21-30,Male,West,21/11/2016
15098,0,1,0,1,0,31-40,Female,North,21/11/2015
15099,0,1,0,0,0,41-50,Female,South,15/10/2015
15100,0,1,1,1,0,21-30,Female,East,14/11/2015
15101,1,1,1,0,1,41-50,Female,South,10/07/2015
15102,0,1,1,1,1,31-40,Female,West,10/08/2016
15103,1,1,0,0,1,31-40,Female,North,16/02/2015
15104,1,1,1,1,1,41-50,Male,South,24/01/2015
15105,1,1,0,1,1,31-40,Male,West,16/10/2015
15106,1,1,0,1,1,41-50,Male,South,18/07/2016
15107,1,1,1,1,1,21-30,Female,North,11/12/2015
15108,1,1,1,1,1,31-40,Male,South,15/08/2016
15109,0,1,1,1,1,31-40,Female,East,13/03/2016
15110,1,1,0,0,0,31-40,Male,West,24/05/2016
15111,0,1,0,0,1,31-40,Female,North,17/05/2015
15112,0,1,0,0,0,31-40,Male,North,20/02/2016
15113,0,1,0,1,1,41-50,Female,West,13/05/2016
15114,0,1,0,1,0,31-40,Female,West,24/06/2015
15115,1,1,1,1,0,21-30,Female,South,24/10/2015
15116,1,1,0,1,0,31-40,Female,West,16/05/2015
15117,0,1,1,1,0,21-30,Male,North,18/10/2015
15118,1,1,1,0,0,41-50,Male,South,17/02/2015
15119,1,1,0,1,1,31-40,Female,East,11/04/2016
15120,1,1,1,1,1,21-30,Female,North,25/08/2016
15121,1,1,0,1,0,21-30,Male,North,19/06/2016
15122,0,1,0,1,1,41-50,Female,East,13/03/2015
15123,1,0,0,1,1,21-30,Female,South,12/07/2016
15124,0,0,0,1,1,41-50,Female,West,23/08/2015
15125,1,1,1,1,0,41-50,Female,North,12/05/2015
15126,0,1,1,0,1,31-40,Female,North,19/06/2015
15127,1,1,1,1,1,21-30,Female,South,22/06/2016
15128,1,1,0,1,1,21-30,Male,North,23/02/2016
15129,1,0,1,0,1,21-30,Female,East,23/09/2015
15130,1,1,1,1,0,41-50,Female,North,23/05/2016
15131,1,1,0,1,0,21-30,Male,East,20/02/2016
15132,1,1,0,1,1,41-50,Male,West,16/07/2015
15133,0,1,1,1,0,41-50,Female,East,12/12/2015
15134,1,1,0,1,1,21-30,Male,East,23/01/2016
15135,0,1,1,1,0,21-30,Male,East,21/09/2016
15136,1,0,0,1,1,31-40,Male,East,13/11/2016
15137,1,1,1,1,1,41-50,Male,West,22/02/2015
15138,1,1,1,0,1,21-30,Male,East,11/10/2016
15139,0,1,0,1,0,31-40,Female,North,16/01/2016
15140,0,1,1,1,0,41-50,Female,South,12/04/2015
15141,1,1,0,1,0,41-50,Male,North,22/06/2015
15142,1,1,0,1,0,21-30,Male,North,16/11/2016
15143,0,1,1,0,1,31-40,Male,South,13/05/2015
15144,1,1,1,1,1,31-40,Male,East,25/01/2016
15145,0,0,1,1,0,21-30,Male,East,22/01/2016
15146,0,1,1,0,1,21-30,Female,East,12/05/2016
15147,1,1,1,1,1,21-30,Female,South,18/11/2016
15148,1,1,1,1,1,41-50,Male,South,10/05/2016
15149,0,1,0,1,0,21-30,Female,North,18/12/2016
15150,1,1,0,1,0,41-50,Male,South,21/11/2016
15151,0,1,0,1,1,21-30,Male,East,10/11/2016
15152,1,1,0,0,1,31-40,Female,East,13/02/2016
15153,1,1,0,1,1,31-40,Female,East,11/05/2016
15154,1,0,1,1,0,31-40,Female,South,14/04/2016
15155,0,1,1,1,0,21-30,Female,West,23/08/2015
15156,0,1,1,1,1,31-40,Male,North,19/05/2015
15157,1,0,0,0,0,21-30,Female,East,23/03/2015
15158,0,1,1,1,1,21-30,Male,East,11/11/2016
15159,0,1,1,1,0,21-30,Female,East,20/07/2016
15160,0,1,1,0,1,31-40,Female,North,10/07/2015
15161,1,1,1,0,0,31-40,Male,North,19/12/2016
15162,0,0,1,1,0,41-50,Female,West,24/12/2015
15163,1,1,1,1,0,21-30,Male,North,10/07/2015
15164,1,1,0,1,1,31-40,Male,South,18/02/2016
15165,1,0,0,1,0,21-30,Female,East,10/07/2015
15166,1,1,0,1,1,41-50,Female,West,22/11/2015
15167,1,1,1,1,0,41-50,Male,North,16/09/2015
15168,0,0,1,1,1,31-40,Female,North,25/08/2016
15169,1,1,1,1,1,31-40,Female,West,24/07/2016
15170,1,1,1,0,0,31-40,Female,West,11/05/2016
15171,1,1,0,1,1,41-50,Female,South,17/12/2016
15172,0,1,1,1,1,31-40,Male,North,21/03/2015
15173,1,1,1,1,0,41-50,Female,East,12/05/2016
15174,0,0,0,1,1,31-40,Female,West,18/02/2016
15175,1,1,0,1,1,31-40,Male,East,22/06/2016
15176,0,1,1,1,1,21-30,Female,North,11/03/2015
15177,1,1,1,1,1,21-30,Male,East,15/07/2016
15178,1,1,0,1,1,31-40,Female,West,19/07/2016
15179,1,1,1,0,1,41-50,Female,East,21/01/2015
15180,0,1,0,1,0,21-30,Female,East,20/09/2016
15181,0,1,1,1,0,31-40,Male,South,14/01/2016
15182,1,1,0,1,1,31-40,Female,North,17/02/2015
15183,1,1,1,1,1,41-50,Female,East,11/04/2016
15184,0,0,1,1,0,21-30,Male,East,15/08/2016
15185,1,1,1,1,1,31-40,Male,North,23/09/2015
15186,1,1,1,1,0,41-50,Male,East,23/02/2016
15187,0,1,0,0,0,31-40,Male,North,23/11/2015
15188,0,1,0,0,1,31-40,Female,South,25/02/2015
15189,1,1,0,0,0,31-40,Female,North,12/11/2016
15190,0,1,1,0,0,31-40,Female,South,21/11/2016
15191,0,1,1,1,1,21-30,Female,South,11/06/2015
15192,0,1,0,1,1,31-40,Male,South,10/12/2015
15193,1,1,1,1,1,41-50,Male,West,20/11/2015
15194,1,1,0,0,0,41-50,Male,South,21/10/2016
15195,0,1,1,1,1,31-40,Male,North,25/06/2016
15196,1,1,1,1,1,41-50,Male,East,22/01/2015
15197,1,1,1,1,1,31-40,Male,North,22/11/2016
15198,1,1,1,1,0,41-50,Male,North,25/03/2015
15199,1,1,1,1,0,21-30,Female,East,15/04/2015
15200,0,0,0,0,1,41-50,Male,West,18/08/2015
15201,0,1,1,0,1,41-50,Female,South,25/07/2016
15202,1,1,0,0,0,31-40,Female,East,18/06/2016
15203,1,1,1,0,1,41-50,Female,North,18/09/2015
15204,1,1,1,0,1,31-40,Male,West,22/08/2015
15205,1,1,0,1,1,31-40,Male,West,25/12/2015
15206,0,1,0,1,1,41-50,Female,South,18/09/2016
15207,1,1,0,1,1,21-30,Female,West,18/07/2016
15208,0,1,0,1,1,21-30,Male,East,23/04/2015
15209,0,1,1,0,1,31-40,Male,South,17/06/2015
15210,0,1,1,1,0,31-40,Male,West,23/03/2015
15211,1,1,0,1,0,41-50,Male,North,14/06/2016
15212,0,0,1,1,0,31-40,Female,East,12/12/2015
15213,0,1,0,1,1,41-50,Male,East,21/01/2016
15214,0,1,1,1,1,31-40,Male,East,24/11/2016
15215,1,1,1,1,0,41-50,Male,South,25/10/2015
15216,1,1,0,1,0,41-50,Male,South,14/08/2015
15217,1,1,1,1,1,21-30,Male,West,14/07/2015
15218,1,1,0,1,1,41-50,Male,East,10/07/2015
15219,0,1,0,1,0,31-40,Male,East,22/08/2015
15220,1,1,0,0,0,21-30,Male,West,12/06/2016
15221,1,0,0,1,1,41-50,Female,South,20/02/2016
15222,1,1,1,1,0,31-40,Female,North,13/10/2015
15223,0,1,0,0,1,21-30,Female,South,15/06/2015
15224,0,0,0,1,0,31-40,Female,South,25/02/2015
15225,1,1,1,1,0,21-30,Female,East,11/08/2016
15226,1,1,1,1,1,31-40,Male,North,17/08/2016
15227,1,1,1,0,1,21-30,Male,South,24/05/2015
15228,0,1,1,0,0,41-50,Female,South,17/05/2016
15229,0,0,1,1,0,31-40,Female,East,22/06/2016
15230,1,1,1,1,0,21-30,Male,West,11/05/2015
15231,1,0,1,1,0,21-30,Female,West,21/11/2016
15232,1,1,0,1,1,31-40,Female,North,18/09/2016
15233,0,1,0,1,0,41-50,Female,East,25/12/2016
15234,0,0,1,1,0,21-30,Male,West,13/03/2016
15235,1,1,0,1,1,31-40,Male,East,23/09/2016
15236,1,1,0,1,1,41-50,Female,East,10/07/2015
15237,1,1,0,1,0,31-40,Female,North,11/12/2016
15238,0,1,1,1,1,41-50,Female,North,25/01/2016
15239,0,1,0,1,1,21-30,Female,East,21/02/2016
15240,1,1,0,1,0,31-40,Female,South,18/03/2015
15241,0,1,1,0,0,31-40,Male,East,23/07/2015
15242,1,1,1,1,1,31-40,Female,South,14/07/2016
15243,0,1,0,1,0,31-40,Male,South,10/02/2015
15244,1,1,0,1,0,21-30,Female,East,16/04/2015
15245,0,1,0,1,0,21-30,Male,East,17/04/2016
15246,0,1,1,1,0,21-30,Female,South,18/11/2015
15247,1,0,1,0,0,41-50,Male,North,14/10/2015
15248,0,1,1,1,1,41-50,Female,West,12/12/2016
15249,1,1,1,1,1,41-50,Female,North,13/05/2015
15250,1,1,0,1,0,41-50,Male,South,18/06/2015
15251,1,1,1,1,1,31-40,Male,South,14/05/2016
15252,0,1,1,1,1,21-30,Female,East,16/02/2016
15253,1,1,1,1,0,31-40,Female,East,10/06/2016
15254,0,1,0,0,1,41-50,Male,North,10/10/2015
15255,0,0,1,1,0,41-50,Female,West,20/11/2016
15256,1,1,0,1,1,31-40,Female,East,19/02/2016
15257,0,1,0,1,1,31-40,Female,South,12/01/2016
15258,1,0,0,1,0,41-50,Female,South,13/02/2016
15259,0,1,1,1,1,41-50,Male,West,17/12/2015
15260,0,1,0,1,0,31-40,Female,North,21/12/2015
15261,1,1,1,1,0,31-40,Male,North,16/02/2016
15262,1,1,1,1,0,31-40,Male,West,18/12/2016
15263,1,1,0,0,0,31-40,Female,South,20/09/2015
15264,0,1,1,1,0,31-40,Male,North,16/07/2016
15265,1,1,0,0,1,31-40,Female,East,12/08/2016
15266,1,1,0,1,0,21-30,Male,East,15/10/2015
15267,0,1,0,1,1,41-50,Male,East,14/01/2016
15268,0,1,0,1,0,21-30,Male,South,12/01/2016
15269,1,1,0,0,1,41-50,Female,North,15/09/2016
15270,0,1,0,1,1,41-50,Female,East,10/03/2016
15271,0,1,1,1,1,21-30,Male,West,24/04/2015
15272,1,1,1,1,0,31-40,Male,West,17/11/2016
15273,0,1,1,0,1,41-50,Male,North,13/09/2016
15274,1,0,1,1,1,41-50,Female,West,14/04/2015
15275,0,1,1,0,1,41-50,Female,North,14/12/2015
15276,0,1,1,1,1,31-40,Male,West,21/11/2015
15277,1,1,0,1,0,21-30,Male,North,22/02/2016
15278,0,0,0,1,0,31-40,Female,South,13/04/2016
15279,1,1,0,1,0,31-40,Male,East,10/05/2016
15280,0,1,1,1,0,41-50,Female,South,23/01/2016
15281,1,1,0,0,0,41-50,Male,North,15/12/2015
15282,0,1,0,1,0,41-50,Female,East,25/10/2015
15283,0,0,1,0,1,41-50,Male,North,23/08/2016
15284,0,0,0,1,1,21-30,Female,West,24/06/2015
15285,0,1,1,1,0,21-30,Female,South,25/12/2016
15286,1,0,1,1,0,31-40,Male,South,16/04/2016
15287,0,1,1,1,0,21-30,Female,South,16/08/2015
15288,0,1,0,1,0,31-40,Female,East,16/03/2016
15289,1,1,1,1,1,21-30,Female,South,17/08/2015
15290,1,1,1,1,1,31-40,Male,East,18/04/2015
15291,1,1,0,0,0,41-50,Female,South,20/02/2015
15292,0,0,1,1,1,41-50,Male,North,17/02/2015
15293,0,1,1,1,1,31-40,Male,North,13/08/2015
15294,1,1,0,1,1,41-50,Male,West,13/05/2016
15295,0,1,0,0,0,41-50,Female,North,18/05/2015
15296,0,1,0,1,0,21-30,Male,South,22/05/2015
15297,1,1,1,1,1,41-50,Male,West,18/04/2015
15298,1,0,1,0,0,31-40,Female,North,23/03/2015
15299,1,1,1,1,0,31-40,Male,South,23/06/2015
15300,1,1,1,1,0,41-50,Female,East,19/07/2016
15301,0,0,0,0,0,21-30,Female,West,25/12/2015
15302,0,1,0,1,1,21-30,Female,South,10/09/2015
15303,1,1,1,1,0,21-30,Female,North,24/01/2016
15304,1,1,0,1,1,21-30,Female,North,14/12/2016
15305,1,1,1,1,1,41-50,Male,East,15/04/2015
15306,1,1,0,1,1,41-50,Male,West,21/02/2016
15307,0,0,0,1,0,31-40,Female,West,20/07/2016
15308,1,1,1,1,0,21-30,Male,East,12/07/2015
15309,0,0,0,1,1,41-50,Female,East,15/02/2016
15310,0,1,1,1,0,31-40,Female,North,18/03/2016
15311,1,1,0,1,0,31-40,Male,East,22/11/2015
15312,1,1,0,1,0,31-40,Female,North,23/10/2016
15313,0,1,1,1,0,41-50,Female,East,23/09/2015
15314,1,1,1,1,0,31-40,Male,South,12/04/2015
15315,0,1,0,0,1,31-40,Female,North,19/02/2015
